train_eps_1,train_eps_2,train_eps_3,train_eps_4,train_eps_5,train_eps_6,train_eps_7,train_eps_8,train_eps_9,train_eps_10,train_eps_11,train_eps_12,train_eps_13
-0.356497345111514,-0.0374738313381772,-0.0498086795879871,-0.162901141824408,-0.111351701555207,-0.190727979261776,-0.259739671654656,-0.23864509597872,-0.325277122449057,-0.132032974773133,-0.253616006879744,-0.172658470124366,-0.054399954208928
-0.157100185983555,-0.113914753036087,-0.308007588410393,-0.222806191961957,-0.136599927834858,-0.309332493901976,-0.271799205876302,-0.374402180586903,-0.196869311283174,-0.413959414931101,-0.356645885717834,-0.0787555353901308,-0.0336406574289766
-0.266327453179174,-0.317010853321853,-0.206500567617501,-0.290064451610006,-0.235906806362289,-0.50134465825978,-0.256145884541603,-0.187632676649381,-0.299445338669075,-0.163787834537281,-0.284770851387795,-0.214710633685773,-0.121157463353635
-0.241536220450842,-0.269592127670893,-0.354208841856484,-0.216499299341713,-0.22529310519209,-0.24742215576737,-0.254014346317142,-0.0907037861911572,-0.305948345080842,-0.290378299269667,-0.149579811665613,-0.278693362226283,-0.389257447599685
-0.708703039000609,-0.537703475412664,-0.406104328330372,-0.464539385786625,-0.55586212795539,-0.468925039142402,-0.485707369737927,-0.252452756192579,-0.304207807107868,-0.233636515180461,-0.276738851789986,-0.911705863331486,-1.24493724369998
-0.394788383409967,-0.442310452064016,-0.31085105515793,-0.53427710340714,-0.57578902736403,-0.604630446921671,-0.658313635798862,-0.485414392685372,-0.540232792792056,-0.501472367686873,-0.611270147752797,-0.40276405396753,-0.327236095038698
-0.319227097924854,-0.422268945286986,-0.429699076438005,-0.4077940489635,-0.442458135866885,-0.305172620023852,-0.347340165589655,-0.272550125199239,-0.372761025541063,-0.254583187917301,-0.267826977460909,-0.638910677945774,-0.545732686868453
-0.110888756280074,-0.0612182828277934,-0.0598142303735213,-0.0592139414073696,0.00608376720926017,-0.147930104203784,0.0261556254802079,-0.160993062592404,0.0321938725053487,-0.0169362322961185,-0.0728544460712217,-0.562971366873787,-0.325757458143795
-1.3958223490871,-1.3256508792836,-1.49068644623197,-1.5362791164406,-1.31703291751673,-1.33459180602134,-1.31458408524514,-1.35865693335107,-1.24413669876399,-1.28537794809144,-1.09021385042528,-0.68163942440448,-0.772074613773512
-0.17157943052484,-0.123873563066825,-0.166756959700969,-0.147005001823861,-0.0990792726669617,0.0256533566949824,0.0134592826200383,-0.0321706578896396,-0.226460389046805,-0.0112775801845219,-0.0403259808387455,-0.371593786036353,-0.143983623884726
-0.484806659303181,-0.415483721535949,-0.358726035457248,-0.437224605211329,-0.30269128247212,-0.576945966762052,-0.426542440507175,-0.374034451490408,-0.349503071579139,-0.436843146442552,-0.387243393419865,-0.506511403202138,-0.242590008534334
-0.658463248890059,-0.692898046419638,-0.571520121897983,-0.564866754195398,-0.440259118200172,-0.462744935363797,-0.423474299687299,-0.297225376424433,-0.418622563201431,-0.294416901041821,-0.201136084624138,-0.12873161999812,-0.0615758209220173
-0.348405491211869,-0.383696590731296,-0.296419588275867,-0.353072026371575,-0.476709483881674,-0.326949971451953,-0.33678394847476,-0.346332817565595,-0.34149584460419,-0.37273228440716,-0.330857372705627,0.00877561178271176,-0.105199046032366
-0.219652926364368,-0.123606989871921,0.0538919483844248,-0.174447455473817,0.053947443191368,-0.0504455422187815,-0.181434596533733,-0.165388033008534,-0.261990136687729,-0.164840466680095,-0.172666738792238,-0.430572239374538,-0.15443726083557
-0.599589493386711,-0.486349369204308,-0.337767772031919,-0.412517639778646,-0.359481823938144,-0.310735091646065,-0.173382261865771,-0.12529935444194,-0.104072446972396,-0.281269415669238,-0.202483582819523,-0.543077345775064,-0.571154350392259
-0.396099774679094,-0.451364395190327,-0.352550627763654,-0.432583500220893,-0.319179664066709,-0.469468660203816,-0.511161577460022,-0.621250193492622,-0.688397778029731,-0.601285040434944,-0.825286465094929,-0.727774559539478,-0.462144850109827
-1.09824660430995,-1.03049267300719,-0.884105359739353,-0.846859886268222,-1.02144684530892,-1.28880658355211,-1.1938401014459,-1.18664400492137,-1.18091666281357,-1.04468411068786,-1.04484558098823,-0.418579837708373,-0.83010736438397
-0.0877865812598887,-0.0676292138615101,-0.139592875318556,-0.0901215872774617,-0.211564564135945,-0.214888840706847,-0.066206880611895,-0.173327231693076,-0.110734574894001,-0.199624988906982,-0.293862461681358,-0.0647411023981476,-0.316956474427961
